id,account_id,property_id,description,category,date,time,amount
91,1,1,4 - 15,comunidad,"""2023-04-27""","""16:24:57""",140
92,1,1,4 - 16,comunidad,"""2023-04-28""","""11:52:35""",140
93,1,1,consumo de electricidad,luz,"""2023-05-06""","""13:48:15""",-770.89
94,1,1,consumo de agua,agua,"""2023-05-09""","""09:56:51""",-205.62
95,1,1,consumo de gas,gas,"""2023-05-10""","""16:47:21""",-205.1
96,1,1,servicio de limpieza,limpieza,"""2023-05-11""","""14:32:04""",-200
97,1,1,reparación de rampas,reparaciones,"""2023-05-12""","""11:45:51""",-200
98,1,1,1 - 1,comunidad,"""2023-05-15""","""12:57:19""",120
99,1,1,1 - 2,comunidad,"""2023-05-16""","""09:29:49""",120
100,1,1,1 - 3,comunidad,"""2023-05-17""","""17:34:58""",120
101,1,1,1 - 4,comunidad,"""2023-05-18""","""10:48:37""",120
102,1,1,2 - 5,comunidad,"""2023-05-19""","""15:59:12""",120
103,1,1,2 - 6,comunidad,"""2023-05-22""","""13:09:28""",120
104,1,1,2 - 7,comunidad,"""2023-05-23""","""09:58:53""",120
105,1,1,2 - 8,comunidad,"""2023-05-24""","""16:12:45""",120
106,1,1,3 - 9,comunidad,"""2023-05-25""","""11:33:09""",120
107,1,1,3 - 10,comunidad,"""2023-05-26""","""12:43:53""",120
108,1,1,3 - 11,comunidad,"""2023-05-29""","""09:53:20""",120
109,1,1,3 - 12,comunidad,"""2023-05-30""","""17:21:47""",120
110,1,1,4 - 13,comunidad,"""2023-05-31""","""10:36:22""",140
111,1,1,4 - 14,comunidad,"""2023-05-29""","""15:47:03""",140
112,1,1,4 - 15,comunidad,"""2023-05-30""","""13:25:41""",140
113,1,1,4 - 16,comunidad,"""2023-05-31""","""09:37:57""",140
114,1,1,consumo de electricidad,luz,"""2023-06-06""","""16:51:36""",-760.22
115,1,1,consumo de agua,agua,"""2023-06-07""","""11:58:08""",-205.55
116,1,1,consumo de gas,gas,"""2023-06-08""","""12:30:55""",-205.38
117,1,1,servicio de limpieza,limpieza,"""2023-06-09""","""09:26:33""",-200
118,1,1,1 - 1,comunidad,"""2023-06-12""","""17:05:18""",120
119,1,1,1 - 2,comunidad,"""2023-06-13""","""10:17:44""",120
120,1,1,1 - 3,comunidad,"""2023-06-14""","""15:40:29""",120
121,1,1,1 - 4,comunidad,"""2023-06-15""","""13:21:06""",120
122,1,1,2 - 5,comunidad,"""2023-06-16""","""09:41:55""",120
123,1,1,2 - 6,comunidad,"""2023-06-19""","""16:58:29""",120
124,1,1,2 - 7,comunidad,"""2023-06-20""","""11:52:13""",120
125,1,1,2 - 8,comunidad,"""2023-06-21""","""12:36:54""",120
126,1,1,3 - 9,comunidad,"""2023-06-22""","""09:49:16""",120
127,1,1,3 - 10,comunidad,"""2023-06-23""","""17:15:27""",120
128,1,1,3 - 11,comunidad,"""2023-06-26""","""10:29:05""",120
129,1,1,3 - 12,comunidad,"""2023-06-27""","""15:53:33""",120
130,1,1,4 - 13,comunidad,"""2023-06-28""","""13:17:49""",140
131,1,1,4 - 14,comunidad,"""2023-06-29""","""09:39:10""",140
132,1,1,4 - 15,comunidad,"""2023-06-30""","""16:37:21""",140
133,1,1,4 - 16,comunidad,"""2023-06-30""","""11:47:04""",140
134,1,1,consumo de electricidad,luz,"""2023-07-06""","""12:48:31""",-890.56
135,1,1,consumo de agua,agua,"""2023-07-07""","""09:27:28""",-205.3
136,1,1,consumo de gas,gas,"""2023-07-10""","""17:29:43""",-215.82
137,1,1,servicio de limpieza,limpieza,"""2023-07-11""","""10:22:57""",-200
138,1,1,mantenimiento ascensor,ascensor,"""2023-07-12""","""15:42:38""",-200
139,1,1,1 - 1,comunidad,"""2023-07-13""","""13:13:22""",120
140,1,1,1 - 2,comunidad,"""2023-07-14""","""09:46:19""",120
141,1,1,1 - 3,comunidad,"""2023-07-17""","""16:44:57""",120
142,1,1,1 - 4,comunidad,"""2023-07-18""","""11:53:25""",120
143,1,1,2 - 5,comunidad,"""2023-07-19""","""12:41:02""",120
144,1,1,2 - 6,comunidad,"""2023-07-20""","""09:54:49""",120
145,1,1,2 - 7,comunidad,"""2023-07-21""","""17:07:38""",120
146,1,1,2 - 8,comunidad,"""2023-07-24""","""10:26:19""",120
147,1,1,3 - 9,comunidad,"""2023-07-25""","""15:58:43""",120
148,1,1,3 - 10,comunidad,"""2023-07-26""","""13:05:29""",120
149,1,1,3 - 11,comunidad,"""2023-07-27""","""09:31:58""",120
150,1,1,3 - 12,comunidad,"""2023-07-28""","""16:22:34""",120
151,1,1,4 - 13,comunidad,"""2023-07-25""","""11:49:05""",140
152,1,1,4 - 14,comunidad,"""2023-07-26""","""12:33:43""",140
153,1,1,4 - 15,comunidad,"""2023-07-27""","""09:57:16""",140
154,1,1,4 - 16,comunidad,"""2023-07-28""","""17:16:12""",140
155,1,1,consumo de electricidad,luz,"""2023-08-06""","""10:19:52""",-810.14
156,1,1,consumo de agua,agua,"""2023-08-07""","""15:46:28""",-210.43
157,1,1,consumo de gas,gas,"""2023-08-08""","""13:20:17""",-215.67
158,1,1,servicio de limpieza,limpieza,"""2023-08-09""","""09:45:39""",-200
159,1,1,servicio de fumigacion,fumigacion,"""2023-08-10""","""16:41:22""",-350
160,1,1,1 - 1,comunidad,"""2023-08-14""","""11:56:07""",120
161,1,1,1 - 2,comunidad,"""2023-08-15""","""12:38:44""",120
162,1,1,1 - 3,comunidad,"""2023-08-16""","""09:25:17""",120
163,1,1,1 - 4,comunidad,"""2023-08-17""","""17:25:51""",120
164,1,1,2 - 5,comunidad,"""2023-08-18""","""10:35:09""",120
165,1,1,2 - 6,comunidad,"""2023-08-21""","""15:52:37""",120
166,1,1,2 - 7,comunidad,"""2023-08-22""","""13:11:05""",120
167,1,1,2 - 8,comunidad,"""2023-08-23""","""09:34:59""",120
168,1,1,3 - 9,comunidad,"""2023-08-24""","""16:53:27""",120
169,1,1,3 - 10,comunidad,"""2023-08-25""","""11:51:02""",120
170,1,1,3 - 11,comunidad,"""2023-08-28""","""12:45:42""",120
171,1,1,3 - 12,comunidad,"""2023-08-29""","""09:59:19""",120
172,1,1,4 - 13,comunidad,"""2023-08-30""","""17:09:55""",140
173,1,1,4 - 14,comunidad,"""2023-08-31""","""10:21:30""",140
174,1,1,4 - 15,comunidad,"""2023-08-30""","""15:45:22""",140
175,1,1,4 - 16,comunidad,"""2023-08-31""","""13:01:14""",140
176,1,1,consumo de electricidad,luz,"""2023-09-06""","""09:28:33""",-775.79
177,1,1,consumo de agua,agua,"""2023-09-07""","""16:35:44""",-200.78
178,1,1,consumo de gas,gas,"""2023-09-08""","""11:50:29""",-190.25
179,1,1,servicio de limpieza,limpieza,"""2023-09-11""","""12:40:07""",-200
180,1,1,servicio de gasfiteria,gasfiteria,"""2023-09-12""","""09:52:24""",-200
181,1,1,servicio de electricista,electricista,"""2023-09-13""","""17:03:59""",-200
182,1,1,servicio de cerrajeria,cerrajeria,"""2023-09-14""","""10:18:37""",-100
183,1,1,1 - 1,comunidad,"""2023-09-15""","""15:51:11""",120
184,1,1,1 - 2,comunidad,"""2023-09-18""","""13:08:29""",120
185,1,1,1 - 3,comunidad,"""2023-09-19""","""09:43:05""",120
186,1,1,1 - 4,comunidad,"""2023-09-20""","""16:59:32""",120
187,1,1,2 - 5,comunidad,"""2023-09-21""","""11:54:23""",120
188,1,1,2 - 6,comunidad,"""2023-09-22""","""12:32:53""",120
189,1,1,2 - 7,comunidad,"""2023-09-25""","""09:56:40""",120
190,1,1,2 - 8,comunidad,"""2023-09-26""","""17:11:59""",120
191,1,1,3 - 9,comunidad,"""2023-09-27""","""10:24:49""",120
192,1,1,3 - 10,comunidad,"""2023-09-28""","""15:48:33""",120
193,1,1,3 - 11,comunidad,"""2023-09-29""","""13:14:59""",120
194,1,1,3 - 12,comunidad,"""2023-09-25""","""09:47:17""",120
195,1,1,4 - 13,comunidad,"""2023-09-26""","""16:38:28""",140
196,1,1,4 - 14,comunidad,"""2023-09-27""","""11:57:51""",140
197,1,1,4 - 15,comunidad,"""2023-09-28""","""12:42:25""",140
198,1,1,4 - 16,comunidad,"""2023-09-29""","""09:30:04""",140
199,1,1,consumo de electricidad,luz,"""2023-10-06""","""17:18:08""",-865.03
200,1,1,consumo de agua,agua,"""2023-10-10""","""10:32:27""",-205.95
201,1,1,consumo de gas,gas,"""2023-10-11""","""15:57:59""",-210.17
202,1,1,servicio de limpieza,limpieza,"""2023-10-12""","""13:04:15""",-200
203,1,1,servicio de carpinteria,carpinteria,"""2023-10-13""","""09:55:12""",-400
204,1,1,1 - 1,comunidad,"""2023-10-16""","""16:56:22""",120
205,1,1,1 - 2,comunidad,"""2023-10-17""","""11:55:02""",120
206,1,1,1 - 3,comunidad,"""2023-10-18""","""12:37:44""",120
207,1,1,1 - 4,comunidad,"""2023-10-19""","""09:40:29""",120
208,1,1,2 - 5,comunidad,"""2023-10-20""","""17:01:09""",120
209,1,1,2 - 6,comunidad,"""2023-10-23""","""10:25:58""",120
210,1,1,2 - 7,comunidad,"""2023-10-24""","""15:49:07""",120
211,1,1,2 - 8,comunidad,"""2023-10-25""","""13:12:03""",120
212,1,1,3 - 9,comunidad,"""2023-10-26""","""09:33:51""",120
213,1,1,3 - 10,comunidad,"""2023-10-27""","""16:49:21""",120
214,1,1,3 - 11,comunidad,"""2023-10-30""","""11:59:59""",120
215,1,1,3 - 12,comunidad,"""2023-10-31""","""12:34:35""",120
216,1,1,4 - 13,comunidad,"""2023-10-26""","""09:51:28""",140
217,1,1,4 - 14,comunidad,"""2023-10-27""","""17:02:38""",140
218,1,1,4 - 15,comunidad,"""2023-10-30""","""10:20:04""",140
219,1,1,4 - 16,comunidad,"""2023-10-31""","""15:54:43""",140
220,1,1,consumo de electricidad,luz,"""2023-11-06""","""13:10:18""",-785.27
221,1,1,consumo de agua,agua,"""2023-11-07""","""09:38:47""",-190.68
222,1,1,consumo de gas,gas,"""2023-11-08""","""16:56:01""",-215.49
223,1,1,servicio de limpieza,limpieza,"""2023-11-09""","""11:57:28""",-250
224,1,1,pintado interior escaleras,pintura,"""2023-11-13""","""12:39:05""",800
225,1,1,1 - 1,comunidad,"""2023-11-14""","""09:58:22""",120
226,1,1,1 - 2,comunidad,"""2023-11-15""","""17:08:31""",120
227,1,1,1 - 3,comunidad,"""2023-11-16""","""10:23:14""",120
228,1,1,1 - 4,comunidad,"""2023-11-17""","""15:47:56""",120
229,1,1,2 - 5,comunidad,"""2023-11-20""","""13:04:08""",120
230,1,1,2 - 6,comunidad,"""2023-11-21""","""09:42:37""",120
231,1,1,2 - 7,comunidad,"""2023-11-22""","""16:43:51""",120
232,1,1,2 - 8,comunidad,"""2023-11-23""","""11:59:24""",120
233,1,1,3 - 9,comunidad,"""2023-11-27""","""12:43:14""",120
234,1,1,3 - 10,comunidad,"""2023-11-28""","""09:53:36""",120
235,1,1,3 - 11,comunidad,"""2023-11-29""","""17:13:48""",120
236,1,1,3 - 12,comunidad,"""2023-11-30""","""10:26:09""",120
237,1,1,4 - 13,comunidad,"""2023-11-27""","""15:50:04""",140
238,1,1,4 - 14,comunidad,"""2023-11-28""","""13:15:12""",140
239,1,1,4 - 15,comunidad,"""2023-11-29""","""09:31:46""",140
240,1,1,4 - 16,comunidad,"""2023-11-30""","""16:51:39""",140
241,1,1,consumo de electricidad,luz,"""2023-12-06""","""11:56:57""",-795.71
242,1,1,consumo de agua,agua,"""2023-12-07""","""12:35:19""",-215.12
243,1,1,consumo de gas,gas,"""2023-12-08""","""09:49:08""",-205.33
244,1,1,servicio de limpieza,limpieza,"""2023-12-11""","""17:09:41""",-200
245,1,1,reparacion tuberias,gasfiteria,"""2023-12-12""","""10:21:20""",-600
246,1,1,servicio de electricista,electricista,"""2023-12-13""","""15:49:48""",-200
247,1,1,1 - 1,comunidad,"""2023-12-14""","""13:05:36""",120
248,1,1,1 - 2,comunidad,"""2023-12-15""","""09:45:01""",120
249,1,1,1 - 3,comunidad,"""2023-12-18""","""16:46:23""",120
250,1,1,1 - 4,comunidad,"""2023-12-19""","""11:56:18""",120
251,1,1,2 - 5,comunidad,"""2023-12-20""","""12:42:39""",120
252,1,1,2 - 6,comunidad,"""2023-12-21""","""09:58:44""",120
253,1,1,2 - 7,comunidad,"""2023-12-22""","""17:14:27""",120
254,1,1,2 - 8,comunidad,"""2023-12-26""","""10:24:01""",120
255,1,1,3 - 9,comunidad,"""2023-12-27""","""15:52:49""",120
256,1,1,3 - 10,comunidad,"""2023-12-28""","""13:08:57""",120
257,1,1,3 - 11,comunidad,"""2023-12-29""","""09:47:36""",120
258,1,1,3 - 12,comunidad,"""2023-12-22""","""16:57:12""",120
259,1,1,4 - 13,comunidad,"""2023-12-26""","""11:54:29""",140
260,1,1,4 - 14,comunidad,"""2023-12-27""","""17:09:41""",140
261,1,1,4 - 15,comunidad,"""2023-12-28""","""10:21:20""",140
262,1,1,4 - 16,comunidad,"""2023-12-29""","""15:49:48""",140
263,1,1,consumo de electricidad,luz,"""2024-01-01""","""09:37:21""",-865.03
264,1,1,consumo de agua,agua,"""2024-01-02""","""10:14:03""",-205.95
265,1,1,consumo de gas,gas,"""2024-01-03""","""11:26:55""",-210.17
266,1,1,servicio de limpieza,limpieza,"""2024-01-04""","""10:45:18""",-200
267,1,1,reparación puerta principal,reparaciones,"""2024-01-05""","""11:58:09""",-400
268,1,1,servicio de gasfiteria,gasfiteria,"""2024-01-06""","""12:29:47""",-200
269,1,1,1 - 1,comunidad,"""2024-01-07""","""14:52:36""",125
270,1,1,1 - 2,comunidad,"""2024-01-08""","""15:41:27""",125
271,1,1,1 - 3,comunidad,"""2024-01-09""","""10:21:59""",125
272,1,1,1 - 4,comunidad,"""2024-01-10""","""13:17:04""",125
273,1,1,2 - 5,comunidad,"""2024-01-11""","""12:04:11""",125
274,1,1,2 - 6,comunidad,"""2024-01-12""","""10:39:52""",125
275,1,1,2 - 7,comunidad,"""2024-01-13""","""17:21:15""",125
276,1,1,2 - 8,comunidad,"""2024-01-14""","""11:12:48""",125
277,1,1,3 - 9,comunidad,"""2024-01-15""","""12:45:33""",125
278,1,1,3 - 10,comunidad,"""2024-01-16""","""10:01:28""",125
279,1,1,3 - 11,comunidad,"""2024-01-17""","""13:42:10""",125
280,1,1,3 - 12,comunidad,"""2024-01-18""","""10:56:22""",125
281,1,1,4 - 13,comunidad,"""2024-01-19""","""16:33:59""",145
282,1,1,4 - 14,comunidad,"""2024-01-20""","""15:09:07""",145
283,1,1,4 - 15,comunidad,"""2024-01-21""","""14:17:41""",145
284,1,1,4 - 16,comunidad,"""2024-01-22""","""09:25:14""",145
285,1,1,consumo de electricidad,luz,"""2024-02-01""","""12:21:30""",-890.56
286,1,1,consumo de agua,agua,"""2024-02-02""","""15:27:52""",-205.3
287,1,1,consumo de gas,gas,"""2024-02-03""","""13:58:06""",-215.82
288,1,1,servicio de limpieza,limpieza,"""2024-02-04""","""14:32:49""",-200
289,1,1,mantenimiento intercom,reparaciones,"""2024-02-05""","""17:05:18""",-200
290,1,1,servicio de electricista,electricista,"""2024-02-06""","""09:53:44""",-250
291,1,1,cambio de bombillas,electricista,"""2024-02-07""","""11:32:19""",-50
292,1,1,1 - 1,comunidad,"""2024-02-08""","""10:28:55""",125
293,1,1,1 - 2,comunidad,"""2024-02-09""","""13:13:01""",125
294,1,1,1 - 3,comunidad,"""2024-02-10""","""15:15:29""",125
295,1,1,1 - 4,comunidad,"""2024-02-11""","""14:08:17""",125
296,1,1,2 - 5,comunidad,"""2024-02-12""","""11:05:50""",125
297,1,1,2 - 6,comunidad,"""2024-02-13""","""12:37:20""",125
298,1,1,2 - 7,comunidad,"""2024-02-14""","""16:47:40""",125
299,1,1,2 - 8,comunidad,"""2024-02-15""","""13:33:06""",125
300,1,1,3 - 9,comunidad,"""2024-02-16""","""17:36:54""",125
301,1,1,3 - 10,comunidad,"""2024-02-17""","""14:59:31""",125
302,1,1,3 - 11,comunidad,"""2024-02-18""","""16:22:00""",125
303,1,1,3 - 12,comunidad,"""2024-02-19""","""12:14:12""",125
304,1,1,4 - 13,comunidad,"""2024-02-20""","""09:48:02""",145
305,1,1,4 - 14,comunidad,"""2024-02-21""","""15:54:24""",145
306,1,1,4 - 15,comunidad,"""2024-02-22""","""14:42:08""",145
307,1,1,4 - 16,comunidad,"""2024-02-23""","""09:30:39""",145
308,1,1,consumo de electricidad,luz,"""2024-03-01""","""11:45:27""",-770.89
309,1,1,consumo de agua,agua,"""2024-03-02""","""16:09:58""",-205.62
310,1,1,consumo de gas,gas,"""2024-03-03""","""10:07:36""",-205.1
311,1,1,servicio de limpieza,limpieza,"""2024-03-04""","""13:24:16""",-200
312,1,1,mantenimiento gas,mantenimiento,"""2024-03-05""","""15:22:04""",-200
313,1,1,servicio de cerrajeria,cerrajeria,"""2024-03-06""","""09:16:47""",-100
314,1,1,1 - 1,comunidad,"""2024-03-07""","""16:57:11""",125
315,1,1,1 - 2,comunidad,"""2024-03-08""","""11:52:33""",125
316,1,1,1 - 3,comunidad,"""2024-03-09""","""17:54:44""",125
317,1,1,1 - 4,comunidad,"""2024-03-10""","""10:50:21""",125
318,1,1,2 - 5,comunidad,"""2024-03-11""","""15:35:50""",125
319,1,1,2 - 6,comunidad,"""2024-03-12""","""14:25:07""",125
320,1,1,2 - 7,comunidad,"""2024-03-13""","""13:03:57""",125
321,1,1,2 - 8,comunidad,"""2024-03-14""","""16:12:25""",125
322,1,1,3 - 9,comunidad,"""2024-03-15""","""10:17:40""",125
323,1,1,3 - 10,comunidad,"""2024-03-16""","""12:51:05""",125
324,1,1,3 - 11,comunidad,"""2024-03-17""","""11:09:42""",125
325,1,1,3 - 12,comunidad,"""2024-03-18""","""14:54:01""",125
326,1,1,4 - 13,comunidad,"""2024-03-19""","""17:25:30""",145
327,1,1,4 - 14,comunidad,"""2024-03-20""","""09:59:22""",145
328,1,1,4 - 15,comunidad,"""2024-03-21""","""16:40:15""",145
329,1,1,4 - 16,comunidad,"""2024-03-22""","""13:48:38""",145
330,1,1,consumo de electricidad,luz,"""2024-04-01""","""15:47:23""",-750.45
331,1,1,consumo de agua,agua,"""2024-04-02""","""12:34:57""",-200.2
332,1,1,consumo de gas,gas,"""2024-04-03""","""10:34:09""",-210.75
333,1,1,servicio de limpieza,limpieza,"""2024-04-04""","""11:20:51""",-200
334,1,1,reparación sistema de gas,reparaciones,"""2024-04-05""","""16:18:28""",-400
335,1,1,mantenimiento ascensor,ascensor,"""2024-04-06""","""15:02:13""",-200
336,1,1,1 - 1,comunidad,"""2024-04-08""","""09:42:11""",125
337,1,1,1 - 2,comunidad,"""2024-04-09""","""14:11:07""",125
338,1,1,1 - 3,comunidad,"""2024-04-10""","""12:56:36""",125
339,1,1,1 - 4,comunidad,"""2024-04-11""","""11:38:14""",125
340,1,1,2 - 5,comunidad,"""2024-04-12""","""17:00:26""",125
341,1,1,2 - 6,comunidad,"""2024-04-13""","""13:28:47""",125
342,1,1,2 - 7,comunidad,"""2024-04-14""","""10:23:41""",125
343,1,1,2 - 8,comunidad,"""2024-04-15""","""15:19:37""",125
344,1,1,3 - 9,comunidad,"""2024-04-16""","""14:36:21""",125
345,1,1,3 - 10,comunidad,"""2024-04-17""","""09:34:57""",125
346,1,1,3 - 11,comunidad,"""2024-04-18""","""11:59:49""",125
347,1,1,3 - 12,comunidad,"""2024-04-19""","""17:48:11""",125
348,1,1,4 - 13,comunidad,"""2024-04-20""","""12:09:03""",145
349,1,1,4 - 14,comunidad,"""2024-04-21""","""10:08:52""",145
350,1,1,4 - 15,comunidad,"""2024-04-22""","""13:38:43""",145
351,1,1,4 - 16,comunidad,"""2024-04-23""","""16:32:19""",145
