id,account_id,property_id,description,category,date,time,amount,building_id,property_due,due_date
10025,2,31,4C,comunidad,"""2023-01-15""","""12:41:02""",123.6,2,123.6,"""2023-01-31"""
10026,2,32,4D,comunidad,"""2023-01-16""","""15:19:31""",123.6,2,123.6,"""2023-01-31"""
10027,2,33,5A,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10028,2,34,5B,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10029,2,35,5C,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10030,2,36,5D,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10031,2,37,6A,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10032,2,38,6B,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10033,2,39,6C,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10034,2,40,6D,comunidad,"""2023-01-28""","""18:00:00""",142.8,2,142.8,"""2023-01-31"""
10035,2,,consumo de electricidad,luz,"""2023-02-10""","""10:46:11""",-750.68,2,,
10036,2,,consumo de agua,agua,"""2023-02-10""","""16:30:37""",-210.87,2,,
10037,2,,consumo de gas,gas,"""2023-02-10""","""11:09:22""",-220.23,2,,
10038,2,,servicio de limpieza,limpieza,"""2023-02-11""","""17:55:49""",-200,2,,
10039,2,,reparacion de ascensor,mantenimiento,"""2023-02-11""","""09:25:03""",-980,2,,
10040,2,17,1A,comunidad,"""2023-02-12""","""14:14:24""",124.8,2,124.8,"""2023-02-28"""
10041,2,18,1B,comunidad,"""2023-02-12""","""12:32:58""",124.8,2,124.8,"""2023-02-28"""
10042,2,19,1C,comunidad,"""2023-02-13""","""15:08:20""",124.8,2,124.8,"""2023-02-28"""
10043,2,20,1D,comunidad,"""2023-02-14""","""10:02:39""",124.8,2,124.8,"""2023-02-28"""
10044,2,21,2A,comunidad,"""2023-02-14""","""16:15:05""",124.8,2,124.8,"""2023-02-28"""
10045,2,22,2B,comunidad,"""2023-02-15""","""11:39:14""",124.8,2,124.8,"""2023-02-28"""
10046,2,23,2C,comunidad,"""2023-02-16""","""13:54:53""",124.8,2,124.8,"""2023-02-28"""
10047,2,24,2D,comunidad,"""2023-02-17""","""09:42:19""",124.8,2,124.8,"""2023-02-28"""
10048,2,25,3A,comunidad,"""2023-02-17""","""17:40:35""",124.8,2,124.8,"""2023-02-28"""
10049,2,26,3B,comunidad,"""2023-02-18""","""14:36:21""",124.8,2,124.8,"""2023-02-28"""
10050,2,27,3C,comunidad,"""2023-02-19""","""12:59:06""",124.8,2,124.8,"""2023-02-28"""
10051,2,28,3D,comunidad,"""2023-02-20""","""15:44:16""",124.8,2,124.8,"""2023-02-28"""
10052,2,29,4A,comunidad,"""2023-02-21""","""10:22:47""",124.8,2,124.8,"""2023-02-28"""
10053,2,30,4B,comunidad,"""2023-02-22""","""16:52:12""",124.8,2,124.8,"""2023-02-28"""
10054,2,31,4C,comunidad,"""2023-02-23""","""11:29:02""",124.8,2,124.8,"""2023-02-28"""
10055,2,32,4D,comunidad,"""2023-02-24""","""13:16:18""",124.8,2,124.8,"""2023-02-28"""
10056,2,33,5A,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10057,2,34,5B,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10058,2,35,5C,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10059,2,36,5D,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10060,2,37,6A,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10061,2,38,6B,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10062,2,39,6C,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10063,2,40,6D,comunidad,"""2023-02-27""","""18:00:00""",142.8,2,142.8,"""2023-02-28"""
10064,2,,consumo de electricidad,luz,"""2023-03-06""","""09:51:34""",-770.32,2,,
10065,2,,consumo de agua,agua,"""2023-03-07""","""14:03:11""",-210.2,2,,
10066,2,,consumo de gas,gas,"""2023-03-08""","""17:15:39""",-220.75,2,,
10067,2,,servicio de limpieza,limpieza,"""2023-03-09""","""12:23:59""",-200,2,,
10068,2,,servicio de fumigación,fumigacion,"""2023-03-10""","""15:03:25""",-200,2,,
10069,2,17,1A,comunidad,"""2023-03-13""","""10:35:49""",123.6,2,123.6,"""2023-03-31"""
10070,2,18,1B,comunidad,"""2023-03-14""","""16:26:33""",123.6,2,123.6,"""2023-03-31"""
10071,2,19,1C,comunidad,"""2023-03-15""","""11:48:07""",123.6,2,123.6,"""2023-03-31"""
10072,2,20,1D,comunidad,"""2023-03-16""","""13:43:56""",123.6,2,123.6,"""2023-03-31"""
10073,2,21,2A,comunidad,"""2023-03-17""","""09:34:28""",123.6,2,123.6,"""2023-03-31"""
10074,2,22,2B,comunidad,"""2023-03-20""","""14:17:02""",123.6,2,123.6,"""2023-03-31"""
10075,2,23,2C,comunidad,"""2023-03-21""","""17:33:44""",123.6,2,123.6,"""2023-03-31"""
10076,2,24,2D,comunidad,"""2023-03-22""","""12:47:29""",123.6,2,123.6,"""2023-03-31"""
10077,2,25,3A,comunidad,"""2023-03-23""","""15:24:13""",123.6,2,123.6,"""2023-03-31"""
10078,2,26,3B,comunidad,"""2023-03-24""","""10:12:47""",123.6,2,123.6,"""2023-03-31"""
10079,2,27,3C,comunidad,"""2023-03-27""","""16:04:01""",123.6,2,123.6,"""2023-03-31"""
10080,2,28,3D,comunidad,"""2023-03-28""","""11:54:32""",123.6,2,123.6,"""2023-03-31"""
10081,2,29,4A,comunidad,"""2023-03-29""","""13:26:05""",123.6,2,123.6,"""2023-03-31"""
10082,2,30,4B,comunidad,"""2023-03-30""","""09:45:51""",123.6,2,123.6,"""2023-03-31"""
10083,2,31,4C,comunidad,"""2023-03-31""","""14:09:30""",123.6,2,123.6,"""2023-03-31"""
10084,2,32,4D,comunidad,"""2023-03-31""","""17:27:02""",123.6,2,123.6,"""2023-03-31"""
10085,2,33,5A,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10086,2,34,5B,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10087,2,35,5C,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10088,2,36,5D,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10089,2,37,6A,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10090,2,38,6B,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10091,2,39,6C,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10092,2,40,6D,comunidad,"""2023-03-31""","""17:27:02""",144.2,2,144.2,"""2023-03-31"""
10093,2,,consumo de electricidad,luz,"""2023-04-06""","""12:50:36""",-800.77,2,,
10094,2,,consumo de agua,agua,"""2023-04-07""","""15:41:23""",-210.15,2,,
10095,2,,consumo de gas,gas,"""2023-04-10""","""10:27:57""",-200.93,2,,
10096,2,,servicio de limpieza,limpieza,"""2023-04-11""","""16:19:32""",-200,2,,
10097,2,,reparación de tuberías,gasfiteria,"""2023-04-12""","""11:58:14""",-200,2,,
10098,2,,mantenimiento ascensor,ascensor,"""2023-04-13""","""13:38:40""",-300,2,,
10099,2,,cambio de bombillas,electricista,"""2023-04-14""","""09:37:23""",-100,2,,
10100,2,17,1A,comunidad,"""2023-04-17""","""14:02:59""",122.4,2,122.4,"""2023-04-30"""
10101,2,18,1B,comunidad,"""2023-04-18""","""17:16:37""",122.4,2,122.4,"""2023-04-30"""
10102,2,19,1C,comunidad,"""2023-04-19""","""12:56:14""",122.4,2,122.4,"""2023-04-30"""
10103,2,20,1D,comunidad,"""2023-04-20""","""15:29:01""",122.4,2,122.4,"""2023-04-30"""
10104,2,21,2A,comunidad,"""2023-04-21""","""10:08:42""",122.4,2,122.4,"""2023-04-30"""
10105,2,22,2B,comunidad,"""2023-04-24""","""16:01:30""",122.4,2,122.4,"""2023-04-30"""
10106,2,23,2C,comunidad,"""2023-04-25""","""11:46:07""",122.4,2,122.4,"""2023-04-30"""
10107,2,24,2D,comunidad,"""2023-04-26""","""13:21:51""",122.4,2,122.4,"""2023-04-30"""
10108,2,25,3A,comunidad,"""2023-04-27""","""09:43:29""",122.4,2,122.4,"""2023-04-30"""
10109,2,26,3B,comunidad,"""2023-04-28""","""14:20:09""",122.4,2,122.4,"""2023-04-30"""
10110,2,27,3C,comunidad,"""2023-04-21""","""17:34:56""",122.4,2,122.4,"""2023-04-30"""
10111,2,28,3D,comunidad,"""2023-04-24""","""12:43:37""",122.4,2,122.4,"""2023-04-30"""
10112,2,29,4A,comunidad,"""2023-04-25""","""15:12:16""",122.4,2,122.4,"""2023-04-30"""
10113,2,30,4B,comunidad,"""2023-04-26""","""10:33:04""",122.4,2,122.4,"""2023-04-30"""
10114,2,31,4C,comunidad,"""2023-04-27""","""16:24:57""",122.4,2,122.4,"""2023-04-30"""
10115,2,32,4D,comunidad,"""2023-04-28""","""11:52:35""",122.4,2,122.4,"""2023-04-30"""
10116,2,33,5A,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10117,2,34,5B,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10118,2,35,5C,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10119,2,36,5D,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10120,2,37,6A,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10121,2,38,6B,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10122,2,39,6C,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10123,2,40,6D,comunidad,"""2023-04-28""","""11:52:35""",141.4,2,141.4,"""2023-04-30"""
10124,2,,consumo de electricidad,luz,"""2023-05-06""","""13:48:15""",-770.89,2,,
10125,2,,consumo de agua,agua,"""2023-05-09""","""09:56:51""",-205.62,2,,
10126,2,,consumo de gas,gas,"""2023-05-10""","""16:47:21""",-205.1,2,,
10127,2,,servicio de limpieza,limpieza,"""2023-05-11""","""14:32:04""",-200,2,,
10128,2,,reparación de rampas,reparaciones,"""2023-05-12""","""11:45:51""",-200,2,,
10129,2,17,1A,comunidad,"""2023-05-15""","""12:57:19""",126,2,126,"""2023-05-31"""
10130,2,18,1B,comunidad,"""2023-05-16""","""09:29:49""",126,2,126,"""2023-05-31"""
10131,2,19,1C,comunidad,"""2023-05-17""","""17:34:58""",126,2,126,"""2023-05-31"""
10132,2,20,1D,comunidad,"""2023-05-18""","""10:48:37""",126,2,126,"""2023-05-31"""
10133,2,21,2A,comunidad,"""2023-05-19""","""15:59:12""",126,2,126,"""2023-05-31"""
10134,2,22,2B,comunidad,"""2023-05-22""","""13:09:28""",126,2,126,"""2023-05-31"""
10135,2,23,2C,comunidad,"""2023-05-23""","""09:58:53""",126,2,126,"""2023-05-31"""
10136,2,24,2D,comunidad,"""2023-05-24""","""16:12:45""",126,2,126,"""2023-05-31"""
10137,2,25,3A,comunidad,"""2023-05-25""","""11:33:09""",126,2,126,"""2023-05-31"""
10138,2,26,3B,comunidad,"""2023-05-26""","""12:43:53""",126,2,126,"""2023-05-31"""
10139,2,27,3C,comunidad,"""2023-05-29""","""09:53:20""",126,2,126,"""2023-05-31"""
10140,2,28,3D,comunidad,"""2023-05-30""","""17:21:47""",126,2,126,"""2023-05-31"""
10141,2,29,4A,comunidad,"""2023-05-31""","""10:36:22""",126,2,126,"""2023-05-31"""
10142,2,30,4B,comunidad,"""2023-05-29""","""15:47:03""",126,2,126,"""2023-05-31"""
10143,2,31,4C,comunidad,"""2023-05-30""","""13:25:41""",126,2,126,"""2023-05-31"""
10144,2,32,4D,comunidad,"""2023-05-31""","""09:37:57""",126,2,126,"""2023-05-31"""
10145,2,33,5A,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10146,2,34,5B,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10147,2,35,5C,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10148,2,36,5D,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10149,2,37,6A,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10150,2,38,6B,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10151,2,39,6C,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10152,2,40,6D,comunidad,"""2023-05-31""","""09:37:57""",145.6,2,145.6,"""2023-05-31"""
10153,2,,consumo de electricidad,luz,"""2023-06-06""","""16:51:36""",-760.22,2,,
10154,2,,consumo de agua,agua,"""2023-06-07""","""11:58:08""",-205.55,2,,
10155,2,,consumo de gas,gas,"""2023-06-08""","""12:30:55""",-205.38,2,,
10156,2,,servicio de limpieza,limpieza,"""2023-06-09""","""09:26:33""",-200,2,,
10157,2,17,1A,comunidad,"""2023-06-12""","""17:05:18""",122.4,2,122.4,"""2023-06-30"""
10158,2,18,1B,comunidad,"""2023-06-13""","""10:17:44""",122.4,2,122.4,"""2023-06-30"""
10159,2,19,1C,comunidad,"""2023-06-14""","""15:40:29""",122.4,2,122.4,"""2023-06-30"""
10160,2,20,1D,comunidad,"""2023-06-15""","""13:21:06""",122.4,2,122.4,"""2023-06-30"""
10161,2,21,2A,comunidad,"""2023-06-16""","""09:41:55""",122.4,2,122.4,"""2023-06-30"""
10162,2,22,2B,comunidad,"""2023-06-19""","""16:58:29""",122.4,2,122.4,"""2023-06-30"""
10163,2,23,2C,comunidad,"""2023-06-20""","""11:52:13""",122.4,2,122.4,"""2023-06-30"""
10164,2,24,2D,comunidad,"""2023-06-21""","""12:36:54""",122.4,2,122.4,"""2023-06-30"""
10165,2,25,3A,comunidad,"""2023-06-22""","""09:49:16""",122.4,2,122.4,"""2023-06-30"""
10166,2,26,3B,comunidad,"""2023-06-23""","""17:15:27""",122.4,2,122.4,"""2023-06-30"""
10167,2,27,3C,comunidad,"""2023-06-26""","""10:29:05""",122.4,2,122.4,"""2023-06-30"""
10168,2,28,3D,comunidad,"""2023-06-27""","""15:53:33""",122.4,2,122.4,"""2023-06-30"""
10169,2,29,4A,comunidad,"""2023-06-28""","""13:17:49""",122.4,2,122.4,"""2023-06-30"""
10170,2,30,4B,comunidad,"""2023-06-29""","""09:39:10""",122.4,2,122.4,"""2023-06-30"""
10171,2,31,4C,comunidad,"""2023-06-30""","""16:37:21""",122.4,2,122.4,"""2023-06-30"""
10172,2,32,4D,comunidad,"""2023-06-30""","""11:47:04""",122.4,2,122.4,"""2023-06-30"""
10173,2,33,5A,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10174,2,34,5B,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10175,2,35,5C,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10176,2,36,5D,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10177,2,37,6A,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10178,2,38,6B,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10179,2,39,6C,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10180,2,40,6D,comunidad,"""2023-06-30""","""11:47:04""",142.8,2,142.8,"""2023-06-30"""
10181,2,,consumo de electricidad,luz,"""2023-07-06""","""12:48:31""",-890.56,2,,
10182,2,,consumo de agua,agua,"""2023-07-07""","""09:27:28""",-205.3,2,,
10183,2,,consumo de gas,gas,"""2023-07-10""","""17:29:43""",-215.82,2,,
10184,2,,servicio de limpieza,limpieza,"""2023-07-11""","""10:22:57""",-200,2,,
10185,2,,mantenimiento ascensor,ascensor,"""2023-07-12""","""15:42:38""",-200,2,,
10186,2,17,1A,comunidad,"""2023-07-13""","""13:13:22""",124.8,2,124.8,"""2023-07-31"""
10187,2,18,1B,comunidad,"""2023-07-14""","""09:46:19""",124.8,2,124.8,"""2023-07-31"""
10188,2,19,1C,comunidad,"""2023-07-17""","""16:44:57""",124.8,2,124.8,"""2023-07-31"""
10189,2,20,1D,comunidad,"""2023-07-18""","""11:53:25""",124.8,2,124.8,"""2023-07-31"""
10190,2,21,2A,comunidad,"""2023-07-19""","""12:41:02""",124.8,2,124.8,"""2023-07-31"""
10191,2,22,2B,comunidad,"""2023-07-20""","""09:54:49""",124.8,2,124.8,"""2023-07-31"""
10192,2,23,2C,comunidad,"""2023-07-21""","""17:07:38""",124.8,2,124.8,"""2023-07-31"""
10193,2,24,2D,comunidad,"""2023-07-24""","""10:26:19""",124.8,2,124.8,"""2023-07-31"""
10194,2,25,3A,comunidad,"""2023-07-25""","""15:58:43""",124.8,2,124.8,"""2023-07-31"""
10195,2,26,3B,comunidad,"""2023-07-26""","""13:05:29""",124.8,2,124.8,"""2023-07-31"""
10196,2,27,3C,comunidad,"""2023-07-27""","""09:31:58""",124.8,2,124.8,"""2023-07-31"""
10197,2,28,3D,comunidad,"""2023-07-28""","""16:22:34""",124.8,2,124.8,"""2023-07-31"""
10198,2,29,4A,comunidad,"""2023-07-25""","""11:49:05""",124.8,2,124.8,"""2023-07-31"""
10199,2,30,4B,comunidad,"""2023-07-26""","""12:33:43""",124.8,2,124.8,"""2023-07-31"""
10200,2,31,4C,comunidad,"""2023-07-27""","""09:57:16""",124.8,2,124.8,"""2023-07-31"""
10201,2,32,4D,comunidad,"""2023-07-28""","""17:16:12""",124.8,2,124.8,"""2023-07-31"""
10202,2,33,5A,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10203,2,34,5B,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10204,2,35,5C,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10205,2,36,5D,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10206,2,37,6A,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10207,2,38,6B,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10208,2,39,6C,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10209,2,40,6D,comunidad,"""2023-07-28""","""17:16:12""",144.2,2,144.2,"""2023-07-31"""
10210,2,,consumo de electricidad,luz,"""2023-08-06""","""10:19:52""",-810.14,2,,
10211,2,,consumo de agua,agua,"""2023-08-07""","""15:46:28""",-210.43,2,,
10212,2,,consumo de gas,gas,"""2023-08-08""","""13:20:17""",-215.67,2,,
10213,2,,servicio de limpieza,limpieza,"""2023-08-09""","""09:45:39""",-200,2,,
10214,2,,servicio de fumigacion,fumigacion,"""2023-08-10""","""16:41:22""",-350,2,,
10215,2,17,1A,comunidad,"""2023-08-14""","""11:56:07""",126.63,2,126.63,"""2023-08-31"""
10216,2,18,1B,comunidad,"""2023-08-15""","""12:38:44""",126.63,2,126.63,"""2023-08-31"""
10217,2,19,1C,comunidad,"""2023-08-16""","""09:25:17""",126.63,2,126.63,"""2023-08-31"""
10218,2,20,1D,comunidad,"""2023-08-17""","""17:25:51""",126.63,2,126.63,"""2023-08-31"""
10219,2,21,2A,comunidad,"""2023-08-18""","""10:35:09""",126.63,2,126.63,"""2023-08-31"""
10220,2,22,2B,comunidad,"""2023-08-21""","""15:52:37""",126.63,2,126.63,"""2023-08-31"""
10221,2,23,2C,comunidad,"""2023-08-22""","""13:11:05""",126.63,2,126.63,"""2023-08-31"""
10222,2,24,2D,comunidad,"""2023-08-23""","""09:34:59""",126.63,2,126.63,"""2023-08-31"""
10223,2,25,3A,comunidad,"""2023-08-24""","""16:53:27""",126.63,2,126.63,"""2023-08-31"""
10224,2,26,3B,comunidad,"""2023-08-25""","""11:51:02""",126.63,2,126.63,"""2023-08-31"""
10225,2,27,3C,comunidad,"""2023-08-28""","""12:45:42""",126.63,2,126.63,"""2023-08-31"""
10226,2,28,3D,comunidad,"""2023-08-29""","""09:59:19""",126.63,2,126.63,"""2023-08-31"""
10227,2,29,4A,comunidad,"""2023-08-30""","""17:09:55""",126.63,2,126.63,"""2023-08-31"""
10228,2,30,4B,comunidad,"""2023-08-31""","""10:21:30""",126.63,2,126.63,"""2023-08-31"""
10229,2,31,4C,comunidad,"""2023-08-30""","""15:45:22""",126.63,2,126.63,"""2023-08-31"""
10230,2,32,4D,comunidad,"""2023-08-31""","""13:01:14""",126.63,2,126.63,"""2023-08-31"""
10231,2,33,5A,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10232,2,34,5B,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10233,2,35,5C,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10234,2,36,5D,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10235,2,37,6A,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10236,2,38,6B,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10237,2,39,6C,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10238,2,40,6D,comunidad,"""2023-08-31""","""13:01:14""",141.4,2,141.4,"""2023-08-31"""
10239,2,,consumo de electricidad,luz,"""2023-09-06""","""09:28:33""",-775.79,2,,
10240,2,,consumo de agua,agua,"""2023-09-07""","""16:35:44""",-200.78,2,,
10241,2,,consumo de gas,gas,"""2023-09-08""","""11:50:29""",-190.25,2,,
10242,2,,servicio de limpieza,limpieza,"""2023-09-11""","""12:40:07""",-200,2,,
10243,2,,servicio de gasfiteria,gasfiteria,"""2023-09-12""","""09:52:24""",-200,2,,
10244,2,,servicio de electricista,electricista,"""2023-09-13""","""17:03:59""",-200,2,,
10245,2,,servicio de cerrajeria,cerrajeria,"""2023-09-14""","""10:18:37""",-100,2,,
10246,2,17,1A,comunidad,"""2023-09-15""","""15:51:11""",123.93,2,123.93,"""2023-09-30"""
10247,2,18,1B,comunidad,"""2023-09-18""","""13:08:29""",123.93,2,123.93,"""2023-09-30"""
10248,2,19,1C,comunidad,"""2023-09-19""","""09:43:05""",123.93,2,123.93,"""2023-09-30"""
10249,2,20,1D,comunidad,"""2023-09-20""","""16:59:32""",123.93,2,123.93,"""2023-09-30"""
10250,2,21,2A,comunidad,"""2023-09-21""","""11:54:23""",123.93,2,123.93,"""2023-09-30"""
10251,2,22,2B,comunidad,"""2023-09-22""","""12:32:53""",123.93,2,123.93,"""2023-09-30"""
10252,2,23,2C,comunidad,"""2023-09-25""","""09:56:40""",123.93,2,123.93,"""2023-09-30"""
10253,2,24,2D,comunidad,"""2023-09-26""","""17:11:59""",123.93,2,123.93,"""2023-09-30"""
10254,2,25,3A,comunidad,"""2023-09-27""","""10:24:49""",123.93,2,123.93,"""2023-09-30"""
10255,2,26,3B,comunidad,"""2023-09-28""","""15:48:33""",123.93,2,123.93,"""2023-09-30"""
10256,2,27,3C,comunidad,"""2023-09-29""","""13:14:59""",123.93,2,123.93,"""2023-09-30"""
10257,2,28,3D,comunidad,"""2023-09-25""","""09:47:17""",123.93,2,123.93,"""2023-09-30"""
10258,2,29,4A,comunidad,"""2023-09-26""","""16:38:28""",123.93,2,123.93,"""2023-09-30"""
10259,2,30,4B,comunidad,"""2023-09-27""","""11:57:51""",123.93,2,123.93,"""2023-09-30"""
10260,2,31,4C,comunidad,"""2023-09-28""","""12:42:25""",123.93,2,123.93,"""2023-09-30"""
10261,2,32,4D,comunidad,"""2023-09-29""","""09:30:04""",123.93,2,123.93,"""2023-09-30"""
10262,2,33,5A,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
10263,2,34,5B,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
10264,2,35,5C,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
10265,2,36,5D,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
10266,2,37,6A,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
10267,2,38,6B,comunidad,"""2023-09-29""","""09:30:04""",142.8,2,142.8,"""2023-09-30"""
